city	date	avg_temp	high_temp	low_temp
Mumbai	2016-02-12	72	81	63
Mumbai	2016-02-13	72	82	62
Mumbai	2016-02-14	74	88	61
Mumbai	2016-02-15	74	86	61
Mumbai	2016-02-16	77	89	65
Mumbai	2016-02-17	78	87	70
Mumbai	2016-02-18	77	89	65
Mumbai	2016-02-19	78	88	69
Mumbai	2016-02-20	78	87	69
Mumbai	2016-02-21	80	90	70
Mumbai	2016-02-22	78	91	65
Mumbai	2016-02-23	76	89	63
Mumbai	2016-02-24	77	86	68
Mumbai	2016-02-25	76	86	67
Mumbai	2016-02-26	77	89	65
Mumbai	2016-02-27	79	90	68
Mumbai	2016-02-28	80	89	71
Mumbai	2016-02-29	80	89	70
Mumbai	2016-03-01	81	94	68
Mumbai	2016-03-02	83	93	73
Mumbai	2016-03-03	84	96	73
Mumbai	2016-03-04	82	92	73
Mumbai	2016-03-05	81	93	69
Mumbai	2016-03-06	79	91	67
Mumbai	2016-03-07	80	92	68
Mumbai	2016-03-08	82	93	70
Mumbai	2016-03-09	82	93	72
Mumbai	2016-03-10	80	95	66
Mumbai	2016-03-11	84	97	72
Mumbai	2016-03-12	80	89	70
Mumbai	2016-03-13	80	87	73
Mumbai	2016-03-14	78	86	69
Mumbai	2016-03-15	80	88	72
Mumbai	2016-03-16	78	87	70
Mumbai	2016-03-17	80	88	71
Mumbai	2016-03-18	80	91	70
Mumbai	2016-03-19	86	97	74
Mumbai	2016-03-20	86	98	74
Mumbai	2016-03-21	84	96	73
Mumbai	2016-03-22	82	95	68
Mumbai	2016-03-23	85	100	70
Mumbai	2016-03-24	83	92	74
Mumbai	2016-03-25	82	90	75
Mumbai	2016-03-26	82	90	74
Mumbai	2016-03-27	84	95	74
Mumbai	2016-03-28	82	95	69
Mumbai	2016-03-29	82	92	72
Mumbai	2016-03-30	82	93	72
Mumbai	2016-03-31	82	92	73
Mumbai	2016-04-01	82	90	74
Mumbai	2016-04-02	82	89	74
Mumbai	2016-04-03	82	89	74
Mumbai	2016-04-04	82	91	74
Mumbai	2016-04-05	82	89	76
Mumbai	2016-04-06	81	90	72
Mumbai	2016-04-07	84	93	74
Mumbai	2016-04-08	86	98	75
Mumbai	2016-04-09	86	95	77
Mumbai	2016-04-10	84	94	74
Mumbai	2016-04-11	86	96	77
Mumbai	2016-04-12	86	96	75
Mumbai	2016-04-13	82	91	74
Mumbai	2016-04-14	82	91	73
Mumbai	2016-04-15	82	93	72
Mumbai	2016-04-16	82	90	74
Mumbai	2016-04-17	82	91	72
Mumbai	2016-04-18	84	92	75
Mumbai	2016-04-19	85	93	77
Mumbai	2016-04-20	85	92	78
Mumbai	2016-04-21	84	90	77
Mumbai	2016-04-22	82	90	75
Mumbai	2016-04-23	84	90	79
Mumbai	2016-04-24	84	90	77
Mumbai	2016-04-25	84	92	75
Mumbai	2016-04-26	82	92	72
Mumbai	2016-04-27	88	100	77
Mumbai	2016-04-28	87	97	77
Mumbai	2016-04-29	86	93	78
Mumbai	2016-04-30	85	93	77
Mumbai	2016-05-01	84	92	77
Mumbai	2016-05-02	86	93	78
Mumbai	2016-05-03	84	93	76
Mumbai	2016-05-04	86	93	78
Mumbai	2016-05-05	86	92	80
Mumbai	2016-05-06	84	91	77
Mumbai	2016-05-07	84	92	77
Mumbai	2016-05-08	86	92	79
Mumbai	2016-05-09	86	92	79
Mumbai	2016-05-10	86	93	79
Mumbai	2016-05-11	86	92	79
Mumbai	2016-05-12	86	92	79
Mumbai	2016-05-13	86	93	79
Mumbai	2016-05-14	87	93	81
Mumbai	2016-05-15	86	93	78
Mumbai	2016-05-16	86	93	80
Mumbai	2016-05-17	87	93	81
Mumbai	2016-05-18	88	93	82
Mumbai	2016-05-19	88	93	83
Mumbai	2016-05-20	89	94	84
Mumbai	2016-05-21	89	94	84
Mumbai	2016-05-22	89	94	84
Mumbai	2016-05-23	90	95	84
Mumbai	2016-05-24	90	95	84
Mumbai	2016-05-25	90	95	84
Mumbai	2016-05-26	90	95	84
Mumbai	2016-05-27	89	95	83
Mumbai	2016-05-28	89	95	83
Mumbai	2016-05-29	90	95	84
Mumbai	2016-05-30	90	97	84
Mumbai	2016-05-31	88	95	81
Mumbai	2016-06-01	90	95	84
Mumbai	2016-06-02	90	95	84
Mumbai	2016-06-03	89	96	82
Mumbai	2016-06-04	88	94	83
Mumbai	2016-06-05	86	92	81
Mumbai	2016-06-06	88	93	84
Mumbai	2016-06-07	89	95	83
Mumbai	2016-06-08	89	95	83
Mumbai	2016-06-09	90	95	84
Mumbai	2016-06-10	89	94	84
Mumbai	2016-06-11	83	88	78
Mumbai	2016-06-12	88	94	81
Mumbai	2016-06-13	89	94	84
Mumbai	2016-06-14	89	95	83
Mumbai	2016-06-15	87	93	81
Mumbai	2016-06-16	88	93	83
Mumbai	2016-06-17	88	94	83
Mumbai	2016-06-18	85	93	77
Mumbai	2016-06-19	82	88	77
Mumbai	2016-06-20	78	84	73
Mumbai	2016-06-21	82	89	75
Mumbai	2016-06-22	82	90	75
Mumbai	2016-06-23	82	88	77
Mumbai	2016-06-24	82	88	75
Mumbai	2016-06-25	78	81	75
Mumbai	2016-06-26	80	85	74
Mumbai	2016-06-27	80	85	75
Mumbai	2016-06-28	80	84	76
Mumbai	2016-06-29	78	82	73
Mumbai	2016-06-30	82	88	76
Mumbai	2016-07-01	79	84	74
Mumbai	2016-07-02	79	82	76
Mumbai	2016-07-03	80	84	76
Mumbai	2016-07-04	81	86	76
Mumbai	2016-07-05	81	87	75
Mumbai	2016-07-06	81	87	75
Mumbai	2016-07-07	82	85	78
Mumbai	2016-07-08	82	84	80
Mumbai	2016-07-09	80	84	77
Mumbai	2016-07-10	82	84	80
Mumbai	2016-07-11	82	84	79
Mumbai	2016-07-12	81	85	77
Mumbai	2016-07-13	81	87	75
Mumbai	2016-07-14	82	86	77
Mumbai	2016-07-15	82	88	75
Mumbai	2016-07-16	83	88	78
Mumbai	2016-07-17	82	89	75
Mumbai	2016-07-18	80	86	75
Mumbai	2016-07-19	77	80	74
Mumbai	2016-07-20	80	86	75
Mumbai	2016-07-21	78	82	74
Mumbai	2016-07-22	80	85	74
Mumbai	2016-07-23	82	89	74
Mumbai	2016-07-24	82	88	75
Mumbai	2016-07-25	80	84	76
Mumbai	2016-07-26	80	82	77
Mumbai	2016-07-27	78	82	74
Mumbai	2016-07-28	80	86	73
Mumbai	2016-07-29	77	82	72
Mumbai	2016-07-30	78	84	73
Mumbai	2016-07-31	78	80	77
Mumbai	2016-08-01	78	82	73
Mumbai	2016-08-02	79	82	76
Mumbai	2016-08-03	80	84	77
Mumbai	2016-08-04	82	88	76
Mumbai	2016-08-05	78	82	75
Mumbai	2016-08-06	80	83	76
Mumbai	2016-08-07	82	87	77
Mumbai	2016-08-08	82	87	77
Mumbai	2016-08-09	82	87	78
Mumbai	2016-08-10	82	87	76
Mumbai	2016-08-11	81	86	76
Mumbai	2016-08-12	82	87	77
Mumbai	2016-08-13	82	87	78
Mumbai	2016-08-14	82	86	78
Mumbai	2016-08-15	82	87	78
Mumbai	2016-08-16	83	87	79
Mumbai	2016-08-17	84	89	78
Mumbai	2016-08-18	82	88	75
Mumbai	2016-08-19	83	88	78
Mumbai	2016-08-20	82	88	77
Mumbai	2016-08-21	83	88	78
Mumbai	2016-08-22	82	86	78
Mumbai	2016-08-23	80	85	74
Mumbai	2016-08-24	82	87	76
Mumbai	2016-08-25	82	89	76
Mumbai	2016-08-26	78	82	75
Mumbai	2016-08-27	78	80	75
Mumbai	2016-08-28	78	82	74
Mumbai	2016-08-29	82	87	77
Mumbai	2016-08-30	81	85	77
Mumbai	2016-08-31	82	88	77
Mumbai	2016-09-01	82	88	77
Mumbai	2016-09-02	82	86	77
Mumbai	2016-09-03	80	87	74
Mumbai	2016-09-04	82	88	75
Mumbai	2016-09-05	82	88	77
Mumbai	2016-09-06	82	88	77
Mumbai	2016-09-07	82	88	77
Mumbai	2016-09-08	82	88	75
Mumbai	2016-09-09	82	88	75
Mumbai	2016-09-10	80	87	72
Mumbai	2016-09-11	82	88	75
Mumbai	2016-09-12	82	89	74
Mumbai	2016-09-13	80	86	74
Mumbai	2016-09-14	82	88	75
Mumbai	2016-09-15	78	80	77
Mumbai	2016-09-16	79	84	74
Mumbai	2016-09-17	78	84	73
Mumbai	2016-09-18	77	80	74
Mumbai	2016-09-19	79	85	73
Mumbai	2016-09-20	78	82	73
Mumbai	2016-09-21	76	80	71
Mumbai	2016-09-22	78	83	73
Mumbai	2016-09-23	78	82	75
Mumbai	2016-09-24	78	84	73
Mumbai	2016-09-25	80	85	74
Mumbai	2016-09-26	82	87	76
Mumbai	2016-09-27	81	85	77
Mumbai	2016-09-28	81	87	75
Mumbai	2016-09-29	82	88	75
Mumbai	2016-09-30	80	87	72
Mumbai	2016-10-01	79	82	76
Mumbai	2016-10-02	76	80	73
Mumbai	2016-10-03	77	81	73
Mumbai	2016-10-04	76	79	74
Mumbai	2016-10-05	78	83	72
Mumbai	2016-10-06	80	87	73
Mumbai	2016-10-07	82	89	75
Mumbai	2016-10-08	82	89	74
Mumbai	2016-10-09	81	88	74
Mumbai	2016-10-10	82	88	76
Mumbai	2016-10-11	82	89	75
Mumbai	2016-10-12	81	88	74
Mumbai	2016-10-13	82	91	72
Mumbai	2016-10-14	82	92	72
Mumbai	2016-10-15	80	91	70
Mumbai	2016-10-16	84	91	76
Mumbai	2016-10-17	84	93	75
Mumbai	2016-10-18	86	95	77
Mumbai	2016-10-19	84	95	72
Mumbai	2016-10-20	82	95	69
Mumbai	2016-10-21	81	93	69
Mumbai	2016-10-22	82	91	74
Mumbai	2016-10-23	82	91	73
Mumbai	2016-10-24	82	91	74
Mumbai	2016-10-25	80	88	72
Mumbai	2016-10-26	78	91	65
Mumbai	2016-10-27	82	95	68
Mumbai	2016-10-28	81	95	67
Mumbai	2016-10-29	80	93	68
Mumbai	2016-10-30	79	94	64
Mumbai	2016-10-31	82	97	68
Mumbai	2016-11-01	84	95	72
Mumbai	2016-11-02	83	95	71
Mumbai	2016-11-03	82	95	68
Mumbai	2016-11-04	77	90	64
Mumbai	2016-11-05	79	92	66
Mumbai	2016-11-06	80	93	66
Mumbai	2016-11-07	79	93	65
Mumbai	2016-11-08	78	93	62
Mumbai	2016-11-09	78	93	62
Mumbai	2016-11-10	77	93	61
Mumbai	2016-11-11	78	95	61
Mumbai	2016-11-12	78	94	62
Mumbai	2016-11-13	80	93	66
Mumbai	2016-11-14	80	94	66
Mumbai	2016-11-15	80	94	67
Mumbai	2016-11-16	84	96	71
Mumbai	2016-11-17	84	96	73
Mumbai	2016-11-18	82	94	71
Mumbai	2016-11-19	82	95	68
Mumbai	2016-11-20	78	94	61
Mumbai	2016-11-21	78	96	61
Mumbai	2016-11-22	80	96	63
Mumbai	2016-11-23	80	96	63
Mumbai	2016-11-24	80	96	65
Mumbai	2016-11-25	80	95	65
Mumbai	2016-11-26	80	96	63
Mumbai	2016-11-27	79	97	61
Mumbai	2016-11-28	80	96	64
Mumbai	2016-11-29	79	92	66
Mumbai	2016-11-30	78	90	65
Mumbai	2016-12-01	76	90	63
Mumbai	2016-12-02	80	96	65
Mumbai	2016-12-03	80	95	65
Mumbai	2016-12-04	84	97	72
Mumbai	2016-12-05	86	97	74
Mumbai	2016-12-06	82	94	69
Mumbai	2016-12-07	78	93	63
Mumbai	2016-12-08	78	94	63
Mumbai	2016-12-09	77	92	62
Mumbai	2016-12-10	74	88	60
Mumbai	2016-12-11	74	88	59
Mumbai	2016-12-12	76	93	60
Mumbai	2016-12-13	78	95	61
Mumbai	2016-12-14	80	95	65
Mumbai	2016-12-15	84	96	72
Mumbai	2016-12-16	83	94	72
Mumbai	2016-12-17	82	95	69
Mumbai	2016-12-18	78	92	65
Mumbai	2016-12-19	76	89	62
Mumbai	2016-12-20	79	93	65
Mumbai	2016-12-21	77	93	61
Mumbai	2016-12-22	76	91	61
Mumbai	2016-12-23	75	90	60
Mumbai	2016-12-24	74	88	60
Mumbai	2016-12-25	76	90	61
Mumbai	2016-12-26	76	91	60
Mumbai	2016-12-27	74	90	59
Mumbai	2016-12-28	78	93	63
Mumbai	2016-12-29	77	94	60
Mumbai	2016-12-30	78	95	60
Mumbai	2016-12-31	76	91	62
Mumbai	2017-01-01	74	88	61
Mumbai	2017-01-02	76	91	61
Mumbai	2017-01-03	76	92	59
Mumbai	2017-01-04	74	90	57
Mumbai	2017-01-05	73	88	58
Mumbai	2017-01-06	70	83	58
Mumbai	2017-01-07	72	83	60
Mumbai	2017-01-08	74	85	63
Mumbai	2017-01-09	72	83	62
Mumbai	2017-01-10	69	82	56
Mumbai	2017-01-11	68	83	54
Mumbai	2017-01-12	68	84	53
Mumbai	2017-01-13	72	88	56
Mumbai	2017-01-14	76	90	61
Mumbai	2017-01-15	78	91	64
Mumbai	2017-01-16	74	86	63
Mumbai	2017-01-17	73	85	61
Mumbai	2017-01-18	72	85	59
Mumbai	2017-01-19	76	91	62
Mumbai	2017-01-20	76	89	62
Mumbai	2017-01-21	76	90	61
Mumbai	2017-01-22	79	94	64
Mumbai	2017-01-23	80	96	65
Mumbai	2017-01-24	81	96	66
Mumbai	2017-01-25	80	94	66
Mumbai	2017-01-26	78	90	65
Mumbai	2017-01-27	74	87	61
Mumbai	2017-01-28	79	96	62
Mumbai	2017-01-29	78	94	62
Mumbai	2017-01-30	78	92	63
Mumbai	2017-01-31	76	90	63
Mumbai	2017-02-01	75	90	60
Mumbai	2017-02-02	78	92	64
Mumbai	2017-02-03	76	87	65
Mumbai	2017-02-04	74	83	65
Mumbai	2017-02-05	75	83	67
Mumbai	2017-02-06	72	82	63
Mumbai	2017-02-07	72	86	57
Mumbai	2017-02-08	74	85	63
Mumbai	2017-02-09	76	89	62
Mumbai	2017-02-10	75	89	61
Mumbai	2017-02-11	74	85	63
Mumbai	2017-02-12	74	88	60
Mumbai	2017-02-13	76	92	61
Mumbai	2017-02-14	81	98	64
Mumbai	2017-02-15	82	99	66
Mumbai	2017-02-16	82	97	67
Mumbai	2017-02-17	84	99	68
Mumbai	2017-02-18	84	101	67
Mumbai	2017-02-19	82	97	67
Mumbai	2017-02-20	80	94	66
Mumbai	2017-02-21	77	86	68
Mumbai	2017-02-22	76	86	65
Mumbai	2017-02-23	78	92	63
Mumbai	2017-02-24	80	96	63
Mumbai	2017-02-25	82	101	64
Mumbai	2017-02-26	82	100	63
Mumbai	2017-02-27	80	94	67
Mumbai	2017-02-28	82	100	65
Mumbai	2017-03-01	81	97	65
Mumbai	2017-03-02	80	94	66
Mumbai	2017-03-03	80	91	68
Mumbai	2017-03-04	77	90	64
Mumbai	2017-03-05	78	91	65
Mumbai	2017-03-06	78	89	66
Mumbai	2017-03-07	76	87	65
Mumbai	2017-03-08	78	88	67
Mumbai	2017-03-09	79	89	69
Mumbai	2017-03-10	78	86	69
Mumbai	2017-03-11	78	84	72
Mumbai	2017-03-12	76	88	63
Mumbai	2017-03-13	74	90	59
Mumbai	2017-03-14	79	97	61
Mumbai	2017-03-15	78	91	66
Mumbai	2017-03-16	78	92	65
Mumbai	2017-03-17	78	89	68
Mumbai	2017-03-18	81	93	69
Mumbai	2017-03-19	80	92	69
Mumbai	2017-03-20	80	93	68
Mumbai	2017-03-21	80	90	71
Mumbai	2017-03-22	80	90	70
Mumbai	2017-03-23	82	93	71
Mumbai	2017-03-24	80	90	69
Mumbai	2017-03-25	82	94	70
Mumbai	2017-03-26	84	95	72
Mumbai	2017-03-27	86	101	70
Mumbai	2017-03-28	85	95	75
Mumbai	2017-03-29	84	91	77
Mumbai	2017-03-30	84	92	77
Mumbai	2017-03-31	84	92	75
Mumbai	2017-04-01	82	90	73
Mumbai	2017-04-02	83	92	74
Mumbai	2017-04-03	82	92	72
Mumbai	2017-04-04	83	92	74
Mumbai	2017-04-05	84	91	76
Mumbai	2017-04-06	84	91	77
Mumbai	2017-04-07	82	90	73
Mumbai	2017-04-08	79	92	66
Mumbai	2017-04-09	82	96	68
Mumbai	2017-04-10	83	96	70
Mumbai	2017-04-11	84	93	76
Mumbai	2017-04-12	84	93	76
Mumbai	2017-04-13	82	94	71
Mumbai	2017-04-14	85	94	76
Mumbai	2017-04-15	84	92	77
Mumbai	2017-04-16	84	95	73
Mumbai	2017-04-17	82	91	74
Mumbai	2017-04-18	86	96	75
Mumbai	2017-04-19	84	92	77
Mumbai	2017-04-20	84	92	75
Mumbai	2017-04-21	84	91	77
Mumbai	2017-04-22	84	92	77
Mumbai	2017-04-23	84	91	78
Mumbai	2017-04-24	84	90	77
Mumbai	2017-04-25	82	91	74
Mumbai	2017-04-26	82	90	74
Mumbai	2017-04-27	84	92	75
Mumbai	2017-04-28	82	91	73
Mumbai	2017-04-29	82	90	74
Mumbai	2017-04-30	82	90	74
Mumbai	2017-05-01	84	92	77
Mumbai	2017-05-02	82	90	75
Mumbai	2017-05-03	83	91	75
Mumbai	2017-05-04	84	92	75
Mumbai	2017-05-05	85	93	77
Mumbai	2017-05-06	86	93	78
Mumbai	2017-05-07	86	92	80
Mumbai	2017-05-08	86	95	78
Mumbai	2017-05-09	84	93	76
Mumbai	2017-05-10	84	92	76
Mumbai	2017-05-11	85	93	77
Mumbai	2017-05-12	86	93	78
Mumbai	2017-05-13	85	93	77
Mumbai	2017-05-14	86	94	79
Mumbai	2017-05-15	87	94	80
Mumbai	2017-05-16	85	92	78
Mumbai	2017-05-17	87	93	81
Mumbai	2017-05-18	86	93	79
Mumbai	2017-05-19	86	93	79
Mumbai	2017-05-20	85	92	78
Mumbai	2017-05-21	86	93	78
Mumbai	2017-05-22	86	93	78
Mumbai	2017-05-23	86	94	79
Mumbai	2017-05-24	86	93	79
Mumbai	2017-05-25	88	93	82
Mumbai	2017-05-26	88	93	82
Mumbai	2017-05-27	88	93	82
Mumbai	2017-05-28	88	95	82
Mumbai	2017-05-29	88	93	83
Mumbai	2017-05-30	88	94	82
Mumbai	2017-05-31	88	93	83
Mumbai	2017-06-01	88	94	81
Mumbai	2017-06-02	84	92	77
Mumbai	2017-06-03	88	95	82
Mumbai	2017-06-04	88	94	83
Mumbai	2017-06-05	88	93	82
Mumbai	2017-06-06	89	95	83
Mumbai	2017-06-07	86	93	80
Mumbai	2017-06-08	82	90	75
Mumbai	2017-06-09	82	89	75
Mumbai	2017-06-10	81	87	75
Mumbai	2017-06-11	82	87	78
Mumbai	2017-06-12	82	89	75
Mumbai	2017-06-13	82	88	75
Mumbai	2017-06-14	86	92	79
Mumbai	2017-06-15	84	90	77
Mumbai	2017-06-16	86	92	80
Mumbai	2017-06-17	85	91	79
Mumbai	2017-06-18	87	93	81
Mumbai	2017-06-19	86	92	81
Mumbai	2017-06-20	86	92	80
Mumbai	2017-06-21	86	91	80
Mumbai	2017-06-22	84	91	78
Mumbai	2017-06-23	85	91	79
Mumbai	2017-06-24	86	91	81
Mumbai	2017-06-25	78	86	71
Mumbai	2017-06-26	81	85	77
Mumbai	2017-06-27	82	86	77
Mumbai	2017-06-28	80	83	77
Mumbai	2017-06-29	82	88	76
Mumbai	2017-06-30	83	88	78
Mumbai	2017-07-01	81	87	75
Mumbai	2017-07-02	82	88	75
Mumbai	2017-07-03	83	89	77
Mumbai	2017-07-04	84	89	78
Mumbai	2017-07-05	82	89	76
Mumbai	2017-07-06	85	90	80
Mumbai	2017-07-07	84	90	77
Mumbai	2017-07-08	86	90	81
Mumbai	2017-07-09	83	90	76
Mumbai	2017-07-10	84	90	79
Mumbai	2017-07-11	84	90	78
Mumbai	2017-07-12	85	89	81
Mumbai	2017-07-13	82	87	78
Mumbai	2017-07-14	80	86	75
Mumbai	2017-07-15	80	85	74
Mumbai	2017-07-16	80	87	73
Mumbai	2017-07-17	77	81	73
Mumbai	2017-07-18	76	80	72
Mumbai	2017-07-19	80	86	75
Mumbai	2017-07-20	81	86	76
Mumbai	2017-07-21	80	84	76
Mumbai	2017-07-22	80	85	75
Mumbai	2017-07-23	80	85	75
Mumbai	2017-07-24	83	87	79
Mumbai	2017-07-25	81	86	76
Mumbai	2017-07-26	83	87	79
Mumbai	2017-07-27	82	86	78
Mumbai	2017-07-28	82	86	78
Mumbai	2017-07-29	82	88	77
Mumbai	2017-07-30	83	88	78
Mumbai	2017-07-31	82	87	76
Mumbai	2017-08-01	82	88	76
Mumbai	2017-08-02	84	88	79
Mumbai	2017-08-03	82	87	77
Mumbai	2017-08-04	84	89	79
Mumbai	2017-08-05	84	89	78
Mumbai	2017-08-06	84	89	79
Mumbai	2017-08-07	84	88	79
Mumbai	2017-08-08	84	89	78
Mumbai	2017-08-09	84	89	79
Mumbai	2017-08-10	84	88	79
Mumbai	2017-08-11	84	89	79
Mumbai	2017-08-12	83	89	77
Mumbai	2017-08-13	82	87	77
Mumbai	2017-08-14	80	85	76
Mumbai	2017-08-15	80	85	74
Mumbai	2017-08-16	82	88	76
Mumbai	2017-08-17	83	88	78
Mumbai	2017-08-18	83	88	78
Mumbai	2017-08-19	80	82	78
Mumbai	2017-08-20	76	78	73
Mumbai	2017-08-21	76	82	71
Mumbai	2017-08-22	80	88	72
Mumbai	2017-08-23	84	88	79
Mumbai	2017-08-24	83	88	78
Mumbai	2017-08-25	80	83	77
Mumbai	2017-08-26	80	84	75
Mumbai	2017-08-27	81	85	77
Mumbai	2017-08-28	79	83	75
Mumbai	2017-08-29	78	82	75
Mumbai	2017-08-30	80	86	73
Mumbai	2017-08-31	83	88	78
Mumbai	2017-09-01	83	88	78
Mumbai	2017-09-02	82	88	77
Mumbai	2017-09-03	82	87	77
Mumbai	2017-09-04	82	88	77
Mumbai	2017-09-05	82	88	77
Mumbai	2017-09-06	83	88	78
Mumbai	2017-09-07	83	89	77
Mumbai	2017-09-08	85	90	80
Mumbai	2017-09-09	84	88	79
Mumbai	2017-09-10	84	89	79
Mumbai	2017-09-11	88	95	81
Mumbai	2017-09-12	88	96	79
Mumbai	2017-09-13	80	87	74
Mumbai	2017-09-14	84	90	77
Mumbai	2017-09-15	82	88	75
Mumbai	2017-09-16	82	86	79
Mumbai	2017-09-17	80	84	77
Mumbai	2017-09-18	84	90	77
Mumbai	2017-09-19	82	88	75
Mumbai	2017-09-20	76	77	74
Mumbai	2017-09-21	80	85	75
Mumbai	2017-09-22	82	88	76
Mumbai	2017-09-23	82	88	77
Mumbai	2017-09-24	82	87	78
Mumbai	2017-09-25	83	88	78
Mumbai	2017-09-26	83	90	76
Mumbai	2017-09-27	85	91	79
Mumbai	2017-09-28	86	90	81
Mumbai	2017-09-29	84	88	79
Mumbai	2017-09-30	84	90	77
Mumbai	2017-10-01	86	91	80
Mumbai	2017-10-02	86	92	81
Mumbai	2017-10-03	85	92	78
Mumbai	2017-10-04	87	96	78
Mumbai	2017-10-05	86	94	79
Mumbai	2017-10-06	86	95	78
Mumbai	2017-10-07	83	90	76
Mumbai	2017-10-08	86	96	76
Mumbai	2017-10-09	83	89	77
Mumbai	2017-10-10	83	88	78
Mumbai	2017-10-11	82	87	78
Mumbai	2017-10-12	84	91	78
Mumbai	2017-10-13	84	90	79
Mumbai	2017-10-14	84	89	78
Mumbai	2017-10-15	84	90	77
Mumbai	2017-10-16	82	89	76
Mumbai	2017-10-17	84	91	76
Mumbai	2017-10-18	85	93	77
Mumbai	2017-10-19	84	93	76
Mumbai	2017-10-20	82	91	74
Mumbai	2017-10-21	84	90	79
Mumbai	2017-10-22	84	91	78
Mumbai	2017-10-23	85	91	79
Mumbai	2017-10-24	84	96	72
Mumbai	2017-10-25	84	97	70
Mumbai	2017-10-26	85	97	73
Mumbai	2017-10-27	84	93	74
Mumbai	2017-10-28	85	96	74
Mumbai	2017-10-29	84	96	72
Mumbai	2017-10-30	84	96	72
Mumbai	2017-10-31	86	96	76
Mumbai	2017-11-01	84	96	72
Mumbai	2017-11-02	85	95	75
Mumbai	2017-11-03	82	94	71
Mumbai	2017-11-04	81	93	69
Mumbai	2017-11-05	84	95	72
Mumbai	2017-11-06	84	96	73
Mumbai	2017-11-07	84	95	73
Mumbai	2017-11-08	83	94	72
Mumbai	2017-11-09	82	94	70
Mumbai	2017-11-10	83	94	72
Mumbai	2017-11-11	81	92	70
Mumbai	2017-11-12	81	91	71
Mumbai	2017-11-13	79	92	66
Mumbai	2017-11-14	79	90	68
Mumbai	2017-11-15	80	91	68
Mumbai	2017-11-16	80	91	68
Mumbai	2017-11-17	79	91	67
Mumbai	2017-11-18	78	91	66
Mumbai	2017-11-19	79	93	65
Mumbai	2017-11-20	80	91	70
Mumbai	2017-11-21	83	94	72
Mumbai	2017-11-22	84	94	73
Mumbai	2017-11-23	79	93	65
Mumbai	2017-11-24	77	90	64
Mumbai	2017-11-25	78	91	66
Mumbai	2017-11-26	81	94	68
Mumbai	2017-11-27	80	94	67
Mumbai	2017-11-28	78	92	65
Mumbai	2017-11-29	78	91	65
Mumbai	2017-11-30	79	94	64
Mumbai	2017-12-01	78	91	66
Mumbai	2017-12-02	80	93	68
Mumbai	2017-12-03	80	91	70
Mumbai	2017-12-04	82	92	73
Mumbai	2017-12-05	72	75	69
Mumbai	2017-12-06	74	80	68
Mumbai	2017-12-07	72	81	64
Mumbai	2017-12-08	74	83	65
Mumbai	2017-12-09	78	85	71
Mumbai	2017-12-10	78	86	70
Mumbai	2017-12-11	74	83	65
Mumbai	2017-12-12	74	84	65
Mumbai	2017-12-13	72	82	63
Mumbai	2017-12-14	72	83	60
Mumbai	2017-12-15	74	84	63
Mumbai	2017-12-16	78	90	67
Mumbai	2017-12-17	78	90	66
Mumbai	2017-12-18	76	88	65
Mumbai	2017-12-19	79	91	67
Mumbai	2017-12-20	78	92	63
Mumbai	2017-12-21	75	91	59
Mumbai	2017-12-22	76	91	61
Mumbai	2017-12-23	76	93	60
Mumbai	2017-12-24	74	88	61
Mumbai	2017-12-25	76	90	61
Mumbai	2017-12-26	78	92	65
Mumbai	2017-12-27	76	90	61
Mumbai	2017-12-28	74	89	60
Mumbai	2017-12-29	74	90	59
Mumbai	2017-12-30	73	86	60
Mumbai	2017-12-31	75	89	61
Beijing	2016-01-01	30	41	19
Beijing	2016-01-02	34	46	21
Beijing	2016-01-03	30	38	21
Beijing	2016-01-04	28	35	21
Beijing	2016-01-05	25	35	12
Beijing	2016-01-06	26	39	12
Beijing	2016-01-07	24	34	14
Beijing	2016-01-08	24	35	14
Beijing	2016-01-09	26	41	12
Beijing	2016-01-10	24	35	14
Beijing	2016-01-11	21	30	12
Beijing	2016-01-12	18	31	5
Beijing	2016-01-13	26	37	15
Beijing	2016-01-14	26	41	12
Beijing	2016-01-15	28	41	14
Beijing	2016-01-16	27	30	24
Beijing	2016-01-17	16	25	8
Beijing	2016-01-18	16	23	10
Beijing	2016-01-19	16	30	3
Beijing	2016-01-20	18	26	10
Beijing	2016-01-21	20	26	15
Beijing	2016-01-22	14	22	6
Beijing	2016-01-23	4	8	1
Beijing	2016-01-24	15	25	5
Beijing	2016-01-25	22	35	10
Beijing	2016-01-26	28	35	21
Beijing	2016-01-27	22	37	8
Beijing	2016-01-28	28	41	14
Beijing	2016-01-29	22	28	15
Beijing	2016-01-30	19	26	12
Beijing	2016-01-31	20	34	5
Beijing	2016-02-01	24	39	8
Beijing	2016-02-02	28	42	15
Beijing	2016-02-03	30	46	14
Beijing	2016-02-04	32	41	23
Beijing	2016-02-05	32	39	26
Beijing	2016-02-06	30	44	15
Beijing	2016-02-07	32	46	17
Beijing	2016-02-08	35	53	17
Beijing	2016-02-09	36	51	21
Beijing	2016-02-10	34	48	21
Beijing	2016-02-11	37	44	30
Beijing	2016-02-12	38	50	26
Beijing	2016-02-13	31	39	23
Beijing	2016-02-14	26	32	19
Beijing	2016-02-15	28	39	17
Beijing	2016-02-16	37	48	26
Beijing	2016-02-17	36	50	21
Beijing	2016-02-18	40	48	32
